PhysicalObject,2/13/2015,CC0,,http://vertnet.org/resources/norms.html,Bell Museum of Natural History. MMNH Museum Bird Collection. Record ID: a97c67e0-1ae0-4585-b70d-327601fcd9e9. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),http://portal.vertnet.org/o/mmnh/bird?id=a97c67e0-1ae0-4585-b70d-327601fcd9e9,http://grbio.org/cool/2060-6rgs,,,MMNH,Bird,,PreservedSpecimen,,,,a97c67e0-1ae0-4585-b70d-327601fcd9e9,50385,,Archilochus colubris,,,,,|  |  | Apodiformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,,male,,,,,present,tissue | wing,,,,,,,BirdSafe# 090831-0702-PO,,,,,,,,,,,8/31/2009,,243,243,2009,8,31,8/31/2009,,,,,,"North America | USA | MN | Hennepin | Bloomington, 8170 33rd Ave S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,Bell Museum of Natural History. MMNH Museum Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),85484744-f762-11e1-a439-00145eb45e9a,927f1e70-cf74-11d8-bf68-b8a03c50a862,"O'Keefe, Paula",zinkx003@umn.edu,Bob Zink,4/12/2016,8/12/2016,1/27/2015,0,1,0,0,,specimen,0
PhysicalObject,2/13/2015,CC0,,http://vertnet.org/resources/norms.html,Bell Museum of Natural History. MMNH Museum Bird Collection. Record ID: acc0506b-9562-49a8-88d7-a27d9e31fe12. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),http://portal.vertnet.org/o/mmnh/bird?id=acc0506b-9562-49a8-88d7-a27d9e31fe12,http://grbio.org/cool/2060-6rgs,,,MMNH,Bird,,PreservedSpecimen,,,,acc0506b-9562-49a8-88d7-a27d9e31fe12,50382,,Archilochus colubris,,,,,|  |  | Apodiformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,,,,,,,present,tissue | wing,,,,,,,BirdSafe# 090831-0703-PO,,,,,,,,,,,8/31/2009,,243,243,2009,8,31,8/31/2009,,,,,,"North America | USA | MN | Hennepin | Bloomington, 8170 33rd Ave S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bell Museum of Natural History. MMNH Museum Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),85484744-f762-11e1-a439-00145eb45e9a,927f1e70-cf74-11d8-bf68-b8a03c50a862,"O'Keefe, Paula",zinkx003@umn.edu,Bob Zink,4/12/2016,8/12/2016,1/27/2015,0,1,0,0,,specimen,0
PhysicalObject,2/13/2015,CC0,,http://vertnet.org/resources/norms.html,Bell Museum of Natural History. MMNH Museum Bird Collection. Record ID: ad4d1a93-4b25-49e1-b1cd-c91a66e21f31. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),http://portal.vertnet.org/o/mmnh/bird?id=ad4d1a93-4b25-49e1-b1cd-c91a66e21f31,http://grbio.org/cool/2060-6rgs,,,MMNH,Bird,,PreservedSpecimen,,,,ad4d1a93-4b25-49e1-b1cd-c91a66e21f31,49502,,Archilochus colubris,,,,,|  |  | Apodiformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,,,,,,,present,tissue | wing,,,,,,,BirdSafe# 090831-0748-KK,,,,,,,,,,,8/31/2009,,243,243,2009,8,31,8/31/2009,,,,,,"North America | USA | MN | Hennepin | Minneapolis, 333 S 7th St",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bell Museum of Natural History. MMNH Museum Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),85484744-f762-11e1-a439-00145eb45e9a,927f1e70-cf74-11d8-bf68-b8a03c50a862,"Knauth, Kathy",zinkx003@umn.edu,Bob Zink,4/12/2016,8/12/2016,1/27/2015,0,1,0,0,,specimen,0
PhysicalObject,2/13/2015,CC0,,http://vertnet.org/resources/norms.html,Bell Museum of Natural History. MMNH Museum Bird Collection. Record ID: bf21a1a8-8649-47de-802c-e1b913453356. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),http://portal.vertnet.org/o/mmnh/bird?id=bf21a1a8-8649-47de-802c-e1b913453356,http://grbio.org/cool/2060-6rgs,,,MMNH,Bird,,PreservedSpecimen,,,,bf21a1a8-8649-47de-802c-e1b913453356,49492,,Archilochus colubris,,,,,|  |  | Apodiformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,,,,,,,present,tissue | wing,,,,,,,BirdSafe# 090830-0731-JE,,,,,,,,,,,8/30/2009,,242,242,2009,8,30,8/30/2009,,,,,,"North America | USA | MN | Ramsey | St Paul, 385 Washington St",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bell Museum of Natural History. MMNH Museum Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),85484744-f762-11e1-a439-00145eb45e9a,927f1e70-cf74-11d8-bf68-b8a03c50a862,"Eckles, Joanna",zinkx003@umn.edu,Bob Zink,4/12/2016,8/12/2016,1/27/2015,0,1,0,0,,specimen,0
PhysicalObject,2/13/2015,CC0,,http://vertnet.org/resources/norms.html,Bell Museum of Natural History. MMNH Museum Bird Collection. Record ID: c09c0291-cc8d-4005-9545-b507c459ae3b. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),http://portal.vertnet.org/o/mmnh/bird?id=c09c0291-cc8d-4005-9545-b507c459ae3b,http://grbio.org/cool/2060-6rgs,,,MMNH,Bird,,PreservedSpecimen,,,,c09c0291-cc8d-4005-9545-b507c459ae3b,50381,,Archilochus colubris,,,,,|  |  | Apodiformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,,male,hatch-year,,,,present,tissue | wing,,,,,,,BirdSafe# 090824-0717-PO,,,,,,,,,,,8/24/2009,,236,236,2009,8,24,8/24/2009,,,,,,"North America | USA | MN | Hennepin | Bloomington, 8170 33rd Ave S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hatch-year,male,,Bell Museum of Natural History. MMNH Museum Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),85484744-f762-11e1-a439-00145eb45e9a,927f1e70-cf74-11d8-bf68-b8a03c50a862,"O'Keefe, Paula",zinkx003@umn.edu,Bob Zink,4/12/2016,8/12/2016,1/27/2015,0,1,0,0,,specimen,0
PhysicalObject,2/13/2015,CC0,,http://vertnet.org/resources/norms.html,Bell Museum of Natural History. MMNH Museum Bird Collection. Record ID: c609adac-d3ab-4bc4-9d25-62f315223f14. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),http://portal.vertnet.org/o/mmnh/bird?id=c609adac-d3ab-4bc4-9d25-62f315223f14,http://grbio.org/cool/2060-6rgs,,,MMNH,Bird,,PreservedSpecimen,,,,c609adac-d3ab-4bc4-9d25-62f315223f14,50168,,Archilochus colubris,,,,,|  |  | Apodiformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,,,,,,,present,tissue | wing,,,,,,,BirdSafe# 120903-0820-JE,,,,,,,,,,,9/3/2012,,247,247,2012,9,3,9/3/2012,,,,,,"North America | USA | MN | Ramsey | St Paul, 385 Washington St",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bell Museum of Natural History. MMNH Museum Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),85484744-f762-11e1-a439-00145eb45e9a,927f1e70-cf74-11d8-bf68-b8a03c50a862,"Eckles, Joanna",zinkx003@umn.edu,Bob Zink,4/12/2016,8/12/2016,1/27/2015,0,1,0,0,,specimen,0
PhysicalObject,2/13/2015,CC0,,http://vertnet.org/resources/norms.html,Bell Museum of Natural History. MMNH Museum Bird Collection. Record ID: d0b1213a-f785-4bba-839d-dca02e260a0a. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),http://portal.vertnet.org/o/mmnh/bird?id=d0b1213a-f785-4bba-839d-dca02e260a0a,http://grbio.org/cool/2060-6rgs,,,MMNH,Bird,,PreservedSpecimen,,,,d0b1213a-f785-4bba-839d-dca02e260a0a,50359,,Archilochus colubris,,,,,|  |  | Apodiformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,,,,,,,present,tissue | wing,,,,,,,BirdSafe# 120912-0721-CE; collector also Elizabeth Closmore,,,,,,,,,,,9/12/2012,,256,256,2012,9,12,9/12/2012,,,,,,"North America | USA | MN | Hennepin | Minneapolis, 300 S 6th St",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bell Museum of Natural History. MMNH Museum Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),85484744-f762-11e1-a439-00145eb45e9a,927f1e70-cf74-11d8-bf68-b8a03c50a862,"Egelhoff, Claudia",zinkx003@umn.edu,Bob Zink,4/12/2016,8/12/2016,1/27/2015,0,1,0,0,,specimen,0
PhysicalObject,2/13/2015,CC0,,http://vertnet.org/resources/norms.html,Bell Museum of Natural History. MMNH Museum Bird Collection. Record ID: d4fabc4f-4b8b-46dc-bb59-3db665aa8e29. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),http://portal.vertnet.org/o/mmnh/bird?id=d4fabc4f-4b8b-46dc-bb59-3db665aa8e29,http://grbio.org/cool/2060-6rgs,,,MMNH,Bird,,PreservedSpecimen,,,,d4fabc4f-4b8b-46dc-bb59-3db665aa8e29,48483,,Archilochus colubris,,,,,|  |  | Apodiformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,,female,,,,,present,tissue | wing,,,,,,,BirdSafe# 070908-0732-JE,,,,,,,,,,,9/8/2007,,251,251,2007,9,8,9/8/2007,,,,,,"North America | USA | MN | Ramsey | St Paul, 385 Washington St",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,Bell Museum of Natural History. MMNH Museum Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),85484744-f762-11e1-a439-00145eb45e9a,927f1e70-cf74-11d8-bf68-b8a03c50a862,"Eckles, Joanna",zinkx003@umn.edu,Bob Zink,4/12/2016,8/12/2016,1/27/2015,0,1,0,0,,specimen,0
PhysicalObject,2/13/2015,CC0,,http://vertnet.org/resources/norms.html,Bell Museum of Natural History. MMNH Museum Bird Collection. Record ID: e2d2fd9a-6b69-4d04-aaef-c1104f58e05b. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),http://portal.vertnet.org/o/mmnh/bird?id=e2d2fd9a-6b69-4d04-aaef-c1104f58e05b,http://grbio.org/cool/2060-6rgs,,,MMNH,Bird,,PreservedSpecimen,,,,e2d2fd9a-6b69-4d04-aaef-c1104f58e05b,49700,,Archilochus colubris,,,,,|  |  | Apodiformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,,male,,,,,present,tissue | wing,,,,,,,BirdSafe# 100923-0830-CS,,,,,,,,,,,9/23/2010,,266,266,2010,9,23,9/23/2010,,,,,,"North America | USA | MN | Ramsey | St Paul, 385 Washington St",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,Bell Museum of Natural History. MMNH Museum Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),85484744-f762-11e1-a439-00145eb45e9a,927f1e70-cf74-11d8-bf68-b8a03c50a862,"Snearly, Catherine",zinkx003@umn.edu,Bob Zink,4/12/2016,8/12/2016,1/27/2015,0,1,0,0,,specimen,0
PhysicalObject,2/13/2015,CC0,,http://vertnet.org/resources/norms.html,Bell Museum of Natural History. MMNH Museum Bird Collection. Record ID: f9dc65c0-f2e9-4f85-b1b0-f8ca0849597d. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),http://portal.vertnet.org/o/mmnh/bird?id=f9dc65c0-f2e9-4f85-b1b0-f8ca0849597d,http://grbio.org/cool/2060-6rgs,,,MMNH,Bird,,PreservedSpecimen,,,,f9dc65c0-f2e9-4f85-b1b0-f8ca0849597d,50179,,Archilochus colubris,,,,,|  |  | Apodiformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,,,,,,,present,tissue | wing,,,,,,,BirdSafe# 120902-0900-CS,,,,,,,,,,,9/2/2012,,246,246,2012,9,2,9/2/2012,,,,,,"North America | USA | MN | Ramsey | St Paul, 385 Washington St",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bell Museum of Natural History. MMNH Museum Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),85484744-f762-11e1-a439-00145eb45e9a,927f1e70-cf74-11d8-bf68-b8a03c50a862,"Snearly, Catherine",zinkx003@umn.edu,Bob Zink,4/12/2016,8/12/2016,1/27/2015,0,1,0,0,,specimen,0
PhysicalObject,2/13/2015,CC0,,http://vertnet.org/resources/norms.html,Bell Museum of Natural History. MMNH Museum Bird Collection. Record ID: fa62ff6e-7e08-11e3-81f0-12313d0829ba. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),http://portal.vertnet.org/o/mmnh/bird?id=fa62ff6e-7e08-11e3-81f0-12313d0829ba,http://grbio.org/cool/2060-6rgs,,,MMNH,Bird,,PreservedSpecimen,,,,fa62ff6e-7e08-11e3-81f0-12313d0829ba,46448,,Archilochus colubris,,,,,|  |  | Apodiformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,,undetermined,,,,,present,tissue | wing,,,,,,,,,,,,,,,,,,9/17/2010,,260,260,2010,9,17,9/17/2010,,,,,,"North America | USA | MN | Hennepin | Minneapolis, Parking Ramp Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,Bell Museum of Natural History. MMNH Museum Bird Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds (source published on 2016-04-12),85484744-f762-11e1-a439-00145eb45e9a,927f1e70-cf74-11d8-bf68-b8a03c50a862,,zinkx003@umn.edu,Bob Zink,4/12/2016,8/12/2016,1/27/2015,0,1,0,0,,specimen,0
PhysicalObject,11/4/2015,CC0,,http://vertnet.org/resources/norms.html,Florida Museum of Natural History. UF FLMNH Ornithology. Record ID: urn:catalog:UF:Birds:22051. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=flmnh_birds (source published on 2015-11-05),http://portal.vertnet.org/o/uf/birds?id=urn-catalog-uf-birds-22051,urn:lsid:biocol.org:col:34858,,,UF,Birds,,PreservedSpecimen,,,,urn:catalog:UF:Birds:22051,22051,,Archilochus colubris,,,,,APODIFORMES | TROCHILIDAE | ARCHILOCHUS,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,,male,,,,,present,skeleton | wing,,,,,,FR 0685,,,,,,,,,,,,3/21/1981,,80,80,1981,3,21,3/21/1981,,,,,,"US | FLORIDA | ALACHUA CO. | GAINESVILLE, UNIVERSITY AVENUE & NW 39TH ROAD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,Florida Museum of Natural History. UF FLMNH Ornithology. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=flmnh_birds (source published on 2015-11-05),temp-flmnh-birds-datasetid,8483a1f0-1032-11db-ae00-b8a03c50a862,,twebber@flmnh.ufl.edu,Tom Webber,11/5/2015,8/12/2016,10/15/2015,0,0,0,0,,specimen,0
PhysicalObject,11/4/2015,CC0,,http://vertnet.org/resources/norms.html,Florida Museum of Natural History. UF FLMNH Ornithology. Record ID: urn:catalog:UF:Birds:40635. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=flmnh_birds (source published on 2015-11-05),http://portal.vertnet.org/o/uf/birds?id=urn-catalog-uf-birds-40635,urn:lsid:biocol.org:col:34858,,,UF,Birds,,PreservedSpecimen,,,"{""fat"":""NO FAT"", ""gonads"":""TESTES IVORY 1.5 X 1.5 MM"", ""molt"":""REMIGES & RECTRICES LIGHT WEAR; NO WING, TAIL, OR BODY MOLT"", ""stomach contents"":""STOMACH FULL (SAVED) WING CH. 40 MM;"", ""tailLengthInMM"":""28"", ""culmenLengthInMM"":""18"", ""rightWingChordInMM"":""40"" }",urn:catalog:UF:Birds:40635,40635,TERRY TAYLOR 126,Archilochus colubris,,,,,| TROCHILIDAE | ARCHILOCHUS,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,,male,,,,,present,skeleton | wing,,,,,,,STOMACH FULL (SAVED) WING CH. 40 MM; TAIL 28 MM; EX. CULMEN 18 MM,,,,,,,,,,,3/23/1998,,82,82,1998,3,23,3/23/1998,,,,,,US | FLORIDA | GILCHRIST CO. | CHRISTMAS LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,Florida Museum of Natural History. UF FLMNH Ornithology. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=flmnh_birds (source published on 2015-11-05),temp-flmnh-birds-datasetid,8483a1f0-1032-11db-ae00-b8a03c50a862,,twebber@flmnh.ufl.edu,Tom Webber,11/5/2015,8/12/2016,10/15/2015,0,0,0,0,,specimen,0
PhysicalObject,09:32.0,CC0,,,University of Michigan Museum of Zoology. UMMZ Birds Collection. Record ID: cefdebcd-d2ab-4350-9bdb-c2f7437f0c09. Source: https://ipt.lsa.umich.edu/resource.do?r=ummz_birds (source published on 2019-07-29),http://portal.vertnet.org/o/ummz/birds?id=cefdebcd-d2ab-4350-9bdb-c2f7437f0c09,,,,UMMZ,birds,Bird Main,PreservedSpecimen,,,"{""gonads"":""testes L 0.5x0..5, R 0.25x0.25mm"",""weight"":""2.8g"",""wing"":""arc 44.5, chord 42.0"",""tail"":""26.0"",""bill"":""exp culmen 14.6, BfN 16.0, depth 1.1"",""plumage_molt"":""no molt""}",cefdebcd-d2ab-4350-9bdb-c2f7437f0c09,245684,,Archilochus colubris,,,,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,,,,,,,2.8,,male,,,,,,"Wings_tail; Y; L spread wing; |Tissue; Y; H, M; |Skel; Y;",,,,,,BD-10894; TissueNum T-6147,Janet Hinshaw,,,,,,,,,,,9/13/2016,,,,2016,9,13,9/13/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janet Hinshaw,,MaNIS/HerpNet/ORNIS Guidelines-GBIF Best Practices,,verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,M,,University of Michigan Museum of Zoology. UMMZ Birds Collection. Source: https://ipt.lsa.umich.edu/resource.do?r=ummz_birds (source published on 2019-07-29),be5507b9-7abf-4b69-afe1-5ca2b7561734,6ea87510-0561-11d8-b851-b8a03c50a862,"Trudell, Heidi|Ploof, M",jhinshaw@umich.edu,Janet Hinshaw,7/29/2019,8/4/2019,no migrator,0,1,0,0,0,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:91478. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-91478,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:91478,91478,,Archilochus colubris,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,Ruby-throated Hummingbird,ICZN,,,,,,,1,undetermined,unknown,,,,present,round/wing | tissue,,,,,,,"Molt: none; Misc: wingspan 107 mm, sex checked by C. S. Wood",,,,,,,,,,,9/30/2007,,273,273,2007,9,30,30-Sep-07,,,,,,"United States of America | Texas | Hidalgo |  |  | TEXAS: Hidalgo County; Edinburg; University of Texas campus, ballroom on north side",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,DeWayne Hodges,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,10/10/2015,,,http://vertnet.org/resources/norms.html,Carnegie Museum of Natural History. CM Birds Collection. Record ID: urn:catalog:CM:Birds:S12205. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds (source published on 2015-10-11),http://portal.vertnet.org/o/cm/birds?id=urn-catalog-cm-birds-s12205,urn:lsid:biocol.org:col:34702,,, ,Birds,,PreservedSpecimen,,,,urn:catalog:CM:Birds:S12205,S12205,,Archilochus colubris,,,,,Apodiformes | Trochilidae |  | ARCHILOCHUS,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,1,female,,HOW SEXED: GONADS. OVARY 3 X 2 MM.,,,present,Skeleton and Wing | tissue,,,,,,,SOURCE: POWDERMILL NATURE RESERVE.,,,,,,,,,,,7/28/1988,,210,210,1988,7,28,7/28/1988,,,,,,North America | United States | Pennsylvania | Westmoreland | RECTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,Carnegie Museum of Natural History. CM Birds Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds (source published on 2015-10-11),a82d2421-be5a-4779-babc-da0b634a7ba8,c1da06f0-580e-11dc-8a9e-b8a03c50a862,"SPRINGER, R.",rogerss@carnegiemnh.org,Stephen Rogers,10/11/2015,8/11/2016,9/5/2015,0,1,0,0,,specimen,0
PhysicalObject,10/10/2015,,,http://vertnet.org/resources/norms.html,Carnegie Museum of Natural History. CM Birds Collection. Record ID: urn:catalog:CM:Birds:S13312. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds (source published on 2015-10-11),http://portal.vertnet.org/o/cm/birds?id=urn-catalog-cm-birds-s13312,urn:lsid:biocol.org:col:34702,,,CM,Birds,,PreservedSpecimen,,,,urn:catalog:CM:Birds:S13312,S13312,,Archilochus colubris,,,,,Apodiformes | Trochilidae |  | ARCHILOCHUS,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,,1,male,,HOW SEXED: PLUMAGE. GONADS TOO DECOMPOSED TO SEX INTERNALLY.,,,present,"Skeleton, Wing, and Tail | tissue",,,,,,,"SOURCE: B.MURPHY, 9/12/1990.",,,,,,,,,,,7/19/1988,,201,201,1988,7,19,7/19/1988,,,,"PREPARATOR: ROGERS, S.P.",,North America | United States | Pennsylvania | Mercer | GREENVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,Carnegie Museum of Natural History. CM Birds Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds (source published on 2015-10-11),a82d2421-be5a-4779-babc-da0b634a7ba8,c1da06f0-580e-11dc-8a9e-b8a03c50a862,"MURPHY, B.",rogerss@carnegiemnh.org,Stephen Rogers,10/11/2015,8/11/2016,9/5/2015,0,1,0,0,,specimen,0
PhysicalObject,10/10/2015,,,http://vertnet.org/resources/norms.html,Carnegie Museum of Natural History. CM Birds Collection. Record ID: urn:catalog:CM:Birds:S13525. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds (source published on 2015-10-11),http://portal.vertnet.org/o/cm/birds?id=urn-catalog-cm-birds-s13525,urn:lsid:biocol.org:col:34702,,,CM,Birds,,PreservedSpecimen,,,,urn:catalog:CM:Birds:S13525,S13525,,Archilochus colubris,,,,,Apodiformes | Trochilidae |  | ARCHILOCHUS,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,,ICZN,,,,,,4.4,1,female,,HOW SEXED: GONADS. OVARY 3 X 3 MM.,,,present,Skeleton and Wing | tissue,,,,,,,"SOURCE: ROOLF FAMILY, 5/25/1990. COMMENT: CONTACT SHARYN CAIN WITH RESULTS (258-9642).",,,,,,,,,,,5/24/1989,,144,144,1989,5,24,5/24/1989,,,,"HOW COLLECTED: FOUND DEAD. PREPARATOR: ORAVEC, D.J. WEIGHT: 4.4 G.",,North America | United States | Pennsylvania | Washington | MONONGAHELA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,female,,Carnegie Museum of Natural History. CM Birds Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds (source published on 2015-10-11),a82d2421-be5a-4779-babc-da0b634a7ba8,c1da06f0-580e-11dc-8a9e-b8a03c50a862,"CAIN, S.",rogerss@carnegiemnh.org,Stephen Rogers,10/11/2015,8/11/2016,9/5/2015,0,1,0,0,,specimen,0
